LineItem,GrandParent,Parent
Menus,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
IT Cost,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Equipment Rental,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Supplies,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Repairs - Building,REPAIRS & MAINTENANCE,REPAIRS & MAINTENANCE
Repairs - Equipment,REPAIRS & MAINTENANCE,REPAIRS & MAINTENANCE
Repairs - General,REPAIRS & MAINTENANCE,REPAIRS & MAINTENANCE
Legal Fees,FINANCIAL COST,FINANCIAL COST
Tax Fees,FINANCIAL COST,FINANCIAL COST
Professional Fees,FINANCIAL COST,FINANCIAL COST
Accountancy Charges,FINANCIAL COST,FINANCIAL COST
Payroll Processing Charges,FINANCIAL COST,FINANCIAL COST
Credit Card Charges,FINANCIAL COST,FINANCIAL COST
Eventbrite Fees,FINANCIAL COST,FINANCIAL COST
Ritual Fees & Commission,FINANCIAL COST,FINANCIAL COST
Caviar/Doordash  Fees,FINANCIAL COST,FINANCIAL COST
Resy Merchant Fee,FINANCIAL COST,FINANCIAL COST
Credit Card Chargeback,FINANCIAL COST,FINANCIAL COST
Bank Charges,FINANCIAL COST,FINANCIAL COST
Interest Paid on Loans,FINANCIAL COST,FINANCIAL COST
Donations,ADVERTISING / PROMOTION,TOTAL PROMOTION
Use Tax on Comps,FINANCIAL COST,FINANCIAL COST
Tangible Property Taxes,FINANCIAL COST,FINANCIAL COST
Penalties,FINANCIAL COST,FINANCIAL COST
Interest on Tax/Penalties,FINANCIAL COST,FINANCIAL COST
Licenses and Permits,FINANCIAL COST,FINANCIAL COST
Ballpark fees,FINANCIAL COST,FINANCIAL COST
Chef's Table,TRAVEL & ENTERTAINMENT,TRAVEL & ENTERTAINMENT
Tock Fees,FINANCIAL COST,FINANCIAL COST
Rent,OCCUPANCY,OCCUPANCY
Rent,OCCUPANCY,OCCUPANCY
Rent,OCCUPANCY,OCCUPANCY
Real Estate Escalation Tax,OCCUPANCY,OCCUPANCY
Electricity,OCCUPANCY,OCCUPANCY
Gas,OCCUPANCY,OCCUPANCY
Wood Expense,OCCUPANCY,OCCUPANCY
Insurance,OCCUPANCY,OCCUPANCY
Trash / Water Condenser,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Auto Expense,TRAVEL & ENTERTAINMENT,TRAVEL & ENTERTAINMENT
Reservations,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Sales Tax,FINANCIAL COST,FINANCIAL COST
Carry Out Supplies,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Over / Under,INTEREST & OTHER EXPENSES,INTEREST & OTHER EXPENSES
P & L Depreciation,P & L Depreciation & Amortization,P & L Depreciation
Director Of Operation-Salary,INTEREST & OTHER EXPENSES,INTEREST & OTHER EXPENSES
Amy’s CEO Salary Portion,INTEREST & OTHER EXPENSES,INTEREST & OTHER EXPENSES
P & L Amortization,P & L Depreciation & Amortization,P & L Amortization
Revenue - Retails,REVENUE,Revenue - Retails
Bank Interest,INTEREST & OTHER EXPENSES,INTEREST & OTHER EXPENSES
Other Income,INTEREST & OTHER EXPENSES,INTEREST & OTHER EXPENSES
Other Income,INTEREST & OTHER EXPENSES,INTEREST & OTHER EXPENSES
REVENUE,REVENUE,REVENUE
Ask My Accountant,INTEREST & OTHER EXPENSES,INTEREST & OTHER EXPENSES
Under/Over,INTEREST & OTHER EXPENSES,INTEREST & OTHER EXPENSES
Other Expenses - 910-000,INTEREST & OTHER EXPENSES,INTEREST & OTHER EXPENSES
Customer Balance (Write Off),INTEREST & OTHER EXPENSES,INTEREST & OTHER EXPENSES
Other Expenses,INTEREST & OTHER EXPENSES,INTEREST & OTHER EXPENSES
Gross Profit - Food,Gross Profit - Food,Gross Profit - Food
Gross Profit - Tea/Coffee,Gross Profit - Tea/Coffee,Gross Profit - Tea/Coffee
Gross Profit - Wines,Gross Profit - Wines,Gross Profit - Wines
Gross Profit - Liquor,Gross Profit - Liquor,Gross Profit - Liquor
Gross Profit - Other Bev,Gross Profit - Other Bev,Gross Profit - Other Bev
GROSS PROFIT,GROSS PROFIT,GROSS PROFIT
TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES
EBITDA,EBITDA,EBITDA
PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION
Revenue - Food,REVENUE,REVENUE
Revenue - Tea/Coffee,REVENUE,REVENUE
Revenue - Wines,REVENUE,REVENUE
Revenue - Liquor,REVENUE,REVENUE
Revenue - Other Beverages,REVENUE,REVENUE
Non-Revenue Service Charge,REVENUE,REVENUE
Revenue - Retails,REVENUE,REVENUE
NET PROFIT/(LOSS),NET PROFIT/(LOSS),NET PROFIT/(LOSS)
Cost of Sales - Food - Other,Cost of Sales - FOOD,Cost of Sales - FOOD
Food Purchases,Cost of Sales - FOOD,Cost of Sales - FOOD
Food - Stock Adjustment,Cost of Sales - FOOD,Cost of Sales - FOOD
Cost of Sales - Tea/Coffee - Other,Cost of Sales - Tea/Coffee,Cost of Sales - Tea/Coffee
Tea/Coffee Purchases,Cost of Sales - Tea/Coffee,Cost of Sales - Tea/Coffee
Tea/Coffee - Stock Adjustment,Cost of Sales - Tea/Coffee,Cost of Sales - Tea/Coffee
Cost of Sales - Wine - Other,Cost of Sales - Wine,Cost of Sales - Wine
Wine Purchases,Cost of Sales - Wine,Cost of Sales - Wine
Wine - Stock Adjustment,Cost of Sales - Wine,Cost of Sales - Wine
Cost of Sales - Liquor - Other,Cost of Sales - Liquor,Cost of Sales - Liquor
Liquor Purchases,Cost of Sales - Liquor,Cost of Sales - Liquor
Liquor - Stock Adjustment,Cost of Sales - Liquor,Cost of Sales - Liquor
Cost of Sales - Beer - Other,Cost of Sales - Beer,Cost of Sales - Beer
Beer Purchases,Cost of Sales - Beer,Cost of Sales - Beer
Beer - Stock Adjustment,Cost of Sales - Beer,Cost of Sales - Beer
Cost of Sales - Other Bev - Other,Cost of Sales - Other Bev,Cost of Sales - Other Bev
Other Bev Purchases,Cost of Sales - Other Bev,Cost of Sales - Other Bev
Other Bev - Stock Adjustment,Cost of Sales - Other Bev,Cost of Sales - Other Bev
Wages - F.O.H. Salaries,STAFF COST,STAFF COST
Wages - F.O.H. Salaries,STAFF COST,STAFF COST
Wages - F.O.H. Salaries,STAFF COST,STAFF COST
Wages - F.O.H. Salaries,STAFF COST,STAFF COST
Wages - F.O.H. Salaries,STAFF COST,STAFF COST
Wages - F.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages – Contractor,STAFF COST,STAFF COST
Wages - Bonus,STAFF COST,STAFF COST
Wages - Others,STAFF COST,STAFF COST
Wages - Commission,STAFF COST,STAFF COST
Cash - Wages,STAFF COST,STAFF COST
Employer Taxes,STAFF COST,STAFF COST
Employer Taxes,STAFF COST,STAFF COST
Employer Taxes,STAFF COST,STAFF COST
Employer Taxes,STAFF COST,STAFF COST
Employer Taxes,STAFF COST,STAFF COST
Employer Taxes,STAFF COST,STAFF COST
Staff Workman's Comp,OTHER STAFF COST,OTHER STAFF COST
Staff Insurance,OTHER STAFF COST,OTHER STAFF COST
Staff Insurance,OTHER STAFF COST,OTHER STAFF COST
Staff Recruitment,OTHER STAFF COST,OTHER STAFF COST
Staff Training,OTHER STAFF COST,OTHER STAFF COST
Staff Uniforms,OTHER STAFF COST,OTHER STAFF COST
Staff Meals,OTHER STAFF COST,OTHER STAFF COST
Staff Welfare,OTHER STAFF COST,OTHER STAFF COST
Staff Accommodation,OTHER STAFF COST,OTHER STAFF COST
Staff First Aid,OTHER STAFF COST,OTHER STAFF COST
Steven's Personal Expense,OTHER STAFF COST,OTHER STAFF COST
Advertising,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Public Relations,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Web Design,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Event Expenses,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Charge Back - Covid,FINANCIAL COST,FINANCIAL COST
Fees / Commisions,FINANCIAL COST,FINANCIAL COST
Commission Expense,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Subscriptions,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Photography expense,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Complimentary Cost,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Complimentary Cost,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Airfare,TRAVEL & ENTERTAINMENT,TRAVEL & ENTERTAINMENT
Entertainment Meals,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Lodging,TRAVEL & ENTERTAINMENT,TRAVEL & ENTERTAINMENT
Transport – Charges,TRAVEL & ENTERTAINMENT,TRAVEL & ENTERTAINMENT
Shipping Charges,TRAVEL & ENTERTAINMENT,TRAVEL & ENTERTAINMENT
Telephone,COMMUNICATION,COMMUNICATION
Postage/Courier,COMMUNICATION,COMMUNICATION
Internet/Email,COMMUNICATION,COMMUNICATION
Linen & Laundry,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Cleaning,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Cleaning Contract Services,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Pest Control,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Trash/Waste Removal Service,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
BOH Supplies / accessories,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
FOH Supplies / accessories,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Paper Supplies,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Packing supply,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Flatware,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Glassware,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Barware,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Music,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Flowers & Candles,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Office Supplies,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Menus,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
IT Cost,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Equipment Rental,SUPPLIES & MAINTENANCE,SUPPLIES & MAINTENANCE
Repairs - Building,REPAIR & MAINTENANCE,REPAIR & MAINTENANCE
Repairs - Equipment,REPAIR & MAINTENANCE,REPAIR & MAINTENANCE
Repairs - General,REPAIR & MAINTENANCE,REPAIR & MAINTENANCE
Legal Fees,FINANCIAL COST,FINANCIAL COST
Tax Fees,FINANCIAL COST,FINANCIAL COST
Professional Fees,FINANCIAL COST,FINANCIAL COST
Accountancy Charges,FINANCIAL COST,FINANCIAL COST
Payroll Charges,FINANCIAL COST,FINANCIAL COST
Credit Card Charges,FINANCIAL COST,FINANCIAL COST
Bank Charges,FINANCIAL COST,FINANCIAL COST
Interest on Loans,Interest on Loans,Interest on Loans
Donations,FINANCIAL COST,FINANCIAL COST
Royalties-Trademark Agreement,FINANCIAL COST,FINANCIAL COST
NYC LLC FILLING FEES,FINANCIAL COST,FINANCIAL COST
Penalties,FINANCIAL COST,FINANCIAL COST
Interest on Tax / Penalties,FINANCIAL COST,FINANCIAL COST
License & Permit,FINANCIAL COST,FINANCIAL COST
Bad Debts,FINANCIAL COST,FINANCIAL COST
Rent,OCCUPANCY,OCCUPANCY
Landlord Settle. for Key Money,OCCUPANCY,OCCUPANCY
Real Estate Escalation Tax,OCCUPANCY,OCCUPANCY
Electricity,OCCUPANCY,OCCUPANCY
Gas,OCCUPANCY,OCCUPANCY
Water,OCCUPANCY,OCCUPANCY
Storage Rent,OCCUPANCY,OCCUPANCY
Insurance,OCCUPANCY,OCCUPANCY
Security Services,OCCUPANCY,OCCUPANCY
CAM Charges,OCCUPANCY,OCCUPANCY
Monitoring charges,OCCUPANCY,OCCUPANCY
Used Tax on Comps,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Collected by Steven for Rent,OCCUPANCY,OCCUPANCY
TOTAL BEVERAGES,TOTAL BEVERAGES,BEVERAGES
Bank Interest,OTHER INCOME & EXPENSES,OTHER INCOME & EXPENSES
Other Income,OTHER INCOME & EXPENSES,OTHER INCOME & EXPENSES
Other Charges,OTHER INCOME & EXPENSES,OTHER INCOME & EXPENSES
Other Charges,OTHER INCOME & EXPENSES,OTHER INCOME & EXPENSES
Tips Paid,Tips Paid,Tips Paid
TOTAL COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD,COST OF GOODS SOLD
Ask My Accountant,OTHER INCOME & EXPENSES,OTHER INCOME & EXPENSES
Written Off,Written Off,Written Off
P & L Amortization,PL Depreciation & Amortization,PL Depreciation & Amortization
P & L Depreciation,PL Depreciation & Amortization,PL Depreciation & Amortization
Total Discounts,MARKETING & ADVERTISING,Total Discounts
TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES
EBITDA,EBITDA,EBITDA
PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION
Total Beverages,COST OF GOODS SOLD,Total Beverages
P & L Depreciation,P & L Depreciation,P & L Depreciation
P & L Amortization,P & L Amortization,P & L Amortization
NET PROFIT/(LOSS),NET PROFIT/(LOSS),NET PROFIT/(LOSS)
Food Sales,REVENUE,Food Sales
NA Beverage Sales,REVENUE,NA Beverage Sales
Liquor Sales,REVENUE,Liquor Sales
Beer- Bottle Sales,REVENUE,Beer- Bottle Sales
Beer-DraAt Sales,REVENUE,Beer-Draft Sales
Wine Sales,REVENUE,Wine Sales
Sales Online Adjustment,REVENUE,Sales Online Adjustment
Event Catering Sales,REVENUE,Event Catering Sales
Merchandise Sales,REVENUE,Merchandise Sales
Food-COGS,COST OF GOODS SOLD,Food-COGS
Liquor-COGS,COST OF GOODS SOLD,Total Beverages
Beer Bottle-COGS,COST OF GOODS SOLD,Total Beverages
Beer DraAt- COGS,COST OF GOODS SOLD,Total Beverages
Wine-COGS,COST OF GOODS SOLD,Total Beverages
NA Beverages-COGS,COST OF GOODS SOLD,Total Beverages
Owner Salary,STAFF COST,Owner Salary
Administration Salaries,STAFF COST,Administration Salaries
Management Salaries,STAFF COST,Management Salaries
Hourly Management,STAFF COST,Hourly Management
Cooks,STAFF COST,Cooks
Prep Cooks,STAFF COST,Prep Cooks
Dishwashers,STAFF COST,Dishwashers
Bussers,STAFF COST,Bussers
Hosts,STAFF COST,Hosts
Servers,STAFF COST,Servers
Barbacks,STAFF COST,Barbacks
Bartenders,STAFF COST,Bartenders
Employee Sick Pay,STAFF COST,Employee Sick Pay
Employee Bonus,STAFF COST,Employee Bonus
Staff - Training,STAFF COST,Staff - Training
Employer PR Taxes,STAFF COST,TOTAL EMPLOYEE BENEFITS
Workers Compesation,STAFF COST,TOTAL EMPLOYEE BENEFITS
Medical Insurance,STAFF COST,TOTAL EMPLOYEE BENEFITS
401K Expense,STAFF COST,TOTAL EMPLOYEE BENEFITS
Rent,OCCUPANCY EXPENSE,Rent
Personal Property Taxes,OCCUPANCY EXPENSE,Personal Property Taxes
Insurance-Property & Casualty,OCCUPANCY EXPENSE,Insurance-Property & Casualty
Electrical,OCCUPANCY EXPENSE,TOTAL UTILITIES
Gas,OCCUPANCY EXPENSE,TOTAL UTILITIES
Water,OCCUPANCY EXPENSE,TOTAL UTILITIES
Telephone,OCCUPANCY EXPENSE,TOTAL UTILITIES
Internet Service,OCCUPANCY EXPENSE,TOTAL UTILITIES
Repairs & Maintenance - Other,OCCUPANCY EXPENSE,TOTAL REPAIRS & MAINTENANCE
Equipment,OCCUPANCY EXPENSE,TOTAL REPAIRS & MAINTENANCE
Maintenance,OCCUPANCY EXPENSE,TOTAL REPAIRS & MAINTENANCE
Building and Grounds,OCCUPANCY EXPENSE,TOTAL REPAIRS & MAINTENANCE
Janitorial,OCCUPANCY EXPENSE,TOTAL REPAIRS & MAINTENANCE
Contract Labor,OCCUPANCY EXPENSE,TOTAL REPAIRS & MAINTENANCE
USE TAX, General & Administrative Exp,USE TAX
EE Health Services, General & Administrative Exp,EE Health Services
OAAice Supplies, General & Administrative Exp,Office Supplies
Computer, General & Administrative Exp,Computer
Postage & Delivery, General & Administrative Exp,Postage & Delivery
Payroll Processing, General & Administrative Exp,Payroll Processing
Insurance General, General & Administrative Exp,Insurance General
Dues & Subscriptions, General & Administrative Exp,Dues & Subscriptions
Donations/Charitable Contributi, General & Administrative Exp,Donations/Charitable Contributi
Credit Card Discounts, General & Administrative Exp,Credit Card Discounts
3rd Party Delivery Aees, General & Administrative Exp,3rd Party Delivery Fees
Cash (Over) / Short, General & Administrative Exp,Cash (Over) / Short
Bank Charges, General & Administrative Exp,Bank Charges
Alarm, General & Administrative Exp,Alarm
Security, General & Administrative Exp,Security
SaAe / Armour Truck, General & Administrative Exp,Safe / Armour Truck
Training, General & Administrative Exp,Training
POS, General & Administrative Exp,POS
Surcharge, General & Administrative Exp,Surcharge
Travel & Expenses,Travel & Entertainment,Travel & Entertainment
Legal Aees,Legal & Accounting,Legal & Accounting
Accounting Services,Legal & Accounting,Legal & Accounting
ProAessional Aees-Other,Legal & Accounting,Legal & Accounting
Auto & Truck Expense,DIRECT OPERATING EXPENSES,Auto & Truck Expense
Propane,DIRECT OPERATING EXPENSES,Propane
UniAorms & Linen,DIRECT OPERATING EXPENSES,UniAorms & Linen
Smallwares,DIRECT OPERATING EXPENSES,Smallwares
Glassware,DIRECT OPERATING EXPENSES,Glassware
Paper Supplies,DIRECT OPERATING EXPENSES,Paper Supplies
Restaurant Supplies,DIRECT OPERATING EXPENSES,Restaurant Supplies
Rentals,DIRECT OPERATING EXPENSES,Rentals
Cleaning Supplies & Sanitation,DIRECT OPERATING EXPENSES,Cleaning Supplies & Sanitation
Pest Control,DIRECT OPERATING EXPENSES,Pest Control
Decorations & Improvements,DIRECT OPERATING EXPENSES,Decorations & Improvements
Licenses & Permits,DIRECT OPERATING EXPENSES,Licenses & Permits
Casual Labor - NON PAYCHEX,DIRECT OPERATING EXPENSES,Casual Labor - NON PAYCHEX
Advertising,MARKETING & ADVERTISING,Advertising
Marketing,MARKETING & ADVERTISING,Marketing
Public Relations,MARKETING & ADVERTISING,Public Relations
Consulting,MARKETING & ADVERTISING,Consulting
Recruiting,MARKETING & ADVERTISING,Recruiting
Research and Development,MARKETING & ADVERTISING,Research and Development
Printing Expense,MARKETING & ADVERTISING,Printing Expense
Discount - Aood,MARKETING & ADVERTISING,Total Discounts
Discount - Liquor,MARKETING & ADVERTISING,Total Discounts
Discount - Beer Bottle,MARKETING & ADVERTISING,Total Discounts
Discount - Beer DraAt,MARKETING & ADVERTISING,Total Discounts
Discount - Wine,MARKETING & ADVERTISING,Total Discounts
Discount - NA Beverage,MARKETING & ADVERTISING,Total Discounts
Discount - Merchandise,MARKETING & ADVERTISING,Total Discounts
Bands & Entertainment - Other,BANDS & ENTERTAINMENT,Bands & Entertainment - Other
Band-Live Music,BANDS & ENTERTAINMENT,Band-Live Music
Entertainers,BANDS & ENTERTAINMENT,Entertainers
Cable,BANDS & ENTERTAINMENT,Cable
ANNUAL CORPORATE Entertainment,BANDS & ENTERTAINMENT,ANNUAL CORPORATE Entertainment
GROSS PROFIT,GROSS PROFIT,GROSS PROFIT
Interest Expense,Interest & Other Expenses,Interest & Other Expenses
Penalties,Interest & Other Expenses,Interest & Other Expenses
Income Taxes,Interest & Other Expenses,Interest & Other Expenses
Other (Income) Expense - Other,Interest & Other Expenses,Interest & Other Expenses
TheAt Loss,Interest & Other Expenses,Interest & Other Expenses
ATM Deposit Aee,Interest & Other Expenses,Interest & Other Expenses
ATM Deposit Commission,Interest & Other Expenses,Interest & Other Expenses
CASH BACK REWARD CC,Interest & Other Expenses,Interest & Other Expenses
Ask My Accountant,Interest & Other Expenses,Interest & Other Expenses
TOTAL EMPLOYEE BENEFITS,STAFF COST,TOTAL EMPLOYEE BENEFITS
TOTAL UTILITIES,OCCUPANCY EXPENSE,TOTAL UTILITIES
TOTAL REPAIRS & MAINTENANCE,OCCUPANCY EXPENSE,TOTAL REPAIRS & MAINTENANCE
REVENUE,REVENUE,REVENUE
GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
Travel & Entertainment,Travel & Entertainment,Travel & Entertainment
Professional and Consutlng,Professional and Consutlng,Professional and Consutlng
Direct Operating Expenses,Direct Operating Expenses,Direct Operating Expenses
Total Discounts,Marketing & Advertising,Total Discounts
Marketing & Advertising,Marketing & Advertising,Marketing & Advertising
Bands & Entertainment,Bands & Entertainment,Bands & Entertainment
TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES
EBITDA,EBITDA,EBITDA
PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION
Total Beverages,COST OF GOODS SOLD,Total Beverages
NET PROFIT/(LOSS),NET PROFIT/(LOSS),NET PROFIT/(LOSS)
COST OF GOODS SOLD,COST OF GOODS SOLD,COST OF GOODS SOLD
Food Sales,REVENUE,REVENUE
NA Beverage Sales,REVENUE,REVENUE
Liquor Sales,REVENUE,REVENUE
Beer-Bottle Sales,REVENUE,REVENUE
Beer-Draft Sales,REVENUE,REVENUE
Wine Sales,REVENUE,REVENUE
Sales Online Adjustments,REVENUE,REVENUE
Event Catering Sales,REVENUE,REVENUE
Merchandise Sales,REVENUE,REVENUE
Food-COGS,COST OF GOODS SOLD,Food-COGS
NA Beverages-COGS,COST OF GOODS SOLD,Total Beverages
Beer Bottle-COGS,COST OF GOODS SOLD,Total Beverages
Beer Draft- COGS,COST OF GOODS SOLD,Total Beverages
Wine-COGS,COST OF GOODS SOLD,Total Beverages
Owner Salary,STAFF COST,Owner Salary
Administration Salaries,STAFF COST,Administration Salaries
Management Salaries,STAFF COST,Management Salaries
Sick Pay,STAFF COST,Sick Pay
Cooks,STAFF COST,Cooks
Prep Cooks,STAFF COST,Prep Cooks
Dishwasher,STAFF COST,Dishwasher
Bussers,STAFF COST,Bussers
Hosts,STAFF COST,Hosts
Servers,STAFF COST,Servers
Server Sick Pay,STAFF COST,Server Sick Pay
Barbacks,STAFF COST,Barbacks
Delivery Service Driver,STAFF COST,Delivery Service Driver
Bartenders,STAFF COST,Bartenders
Employee Sick Pay,STAFF COST,Employee Sick Pay
Employee Bonus,STAFF COST,Employee Bonus
Training,STAFF COST,Training
Security Wages,STAFF COST,Security Wages
Employer Taxes,STAFF COST,TOTAL EMPLOYEE BENEFITS
Workers Compensation,STAFF COST,TOTAL EMPLOYEE BENEFITS
Medical Insurance,STAFF COST,TOTAL EMPLOYEE BENEFITS
401K Expense,STAFF COST,TOTAL EMPLOYEE BENEFITS
Wage Garnishment,STAFF COST,TOTAL EMPLOYEE BENEFITS
Health Insurance,STAFF COST,TOTAL EMPLOYEE BENEFITS
Rent,OCCUPANCY COST,Rent
Storage Rent,OCCUPANCY COST,Storage Rent
Real State Taxes,OCCUPANCY COST,Real State Taxes
Personal Property Taxes,OCCUPANCY COST,Personal Property Taxes
Insurance-Property & Casualty,OCCUPANCY COST,Insurance-Property & Casualty
Other Municipal Taxes,OCCUPANCY COST,Other Municipal Taxes
Utilities - Other,TOTAL UTILITIES,TOTAL UTILITIES
Electrical,TOTAL UTILITIES,TOTAL UTILITIES
Electrcal-Whittier Rental,TOTAL UTILITIES,TOTAL UTILITIES
Gas,TOTAL UTILITIES,TOTAL UTILITIES
Gas- Whittier Rental,TOTAL UTILITIES,TOTAL UTILITIES
Water,TOTAL UTILITIES,TOTAL UTILITIES
Telephone,TOTAL UTILITIES,TOTAL UTILITIES
Internet Service,TOTAL UTILITIES,TOTAL UTILITIES
Trash Removal,TOTAL UTILITIES,TOTAL UTILITIES
Repairs & Maintenance - Other,TOTAL REPAIRS & MAINTENANCE,TOTAL REPAIRS & MAINTENANCE
Equipment,TOTAL REPAIRS & MAINTENANCE,TOTAL REPAIRS & MAINTENANCE
Maintenance,TOTAL REPAIRS & MAINTENANCE,TOTAL REPAIRS & MAINTENANCE
Building and Grounds,TOTAL REPAIRS & MAINTENANCE,TOTAL REPAIRS & MAINTENANCE
Janitorial,TOTAL REPAIRS & MAINTENANCE,TOTAL REPAIRS & MAINTENANCE
Contract Labor,TOTAL REPAIRS & MAINTENANCE,TOTAL REPAIRS & MAINTENANCE
USE TAX,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
EE Health Services,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
Office Supplies,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
Computer,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
Postage & Delivery,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
Payroll Processing,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
Support & Software,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
Paychex HR Services,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
Insurance- General,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
Life Insurance,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
Automobile Insurance,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
Dues & Subscription,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
Donations/Charitable Contributi,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
Credit Card Discounts,GENERAL & ADMINISTRATIVE,GENERAL & ADMINISTRATIVE
